score_hint,journal,tier,domain,published,title,biz_hits,doi,url
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,CuIoT: Advancing Network Connectivity With Motif Knowledge-Centric for Robust Topology,,10.1109/tkde.2026.3677426,https://doi.org/10.1109/tkde.2026.3677426
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,TIG-IM: A Two-Stage Inductive GNN With Multi-Task Learning for Influential Node Identification in Complex Networks,,10.1109/tkde.2026.3681944,https://doi.org/10.1109/tkde.2026.3681944
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Modeling Deep Fusion of Intra- and Inter-Modal Incongruity for Multimodal Sarcasm Detection,,10.1109/tkde.2026.3690133,https://doi.org/10.1109/tkde.2026.3690133
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Counting Butterflies Over Streaming Bipartite Graphs With Duplicate Edges,,10.1109/tkde.2026.3682749,https://doi.org/10.1109/tkde.2026.3682749
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,PoTable: Toward Systematic Thinking via Plan-Then-Execute Stage Reasoning on Tables,,10.1109/tkde.2026.3684047,https://doi.org/10.1109/tkde.2026.3684047
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,A Unified Perspective for Learning Graph Representations Across Multi-Level Abstractions,,10.1109/tkde.2026.3681811,https://doi.org/10.1109/tkde.2026.3681811
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Furion: Efficient and Atomic Cross-Blockchain Transactions Through Multi-Future Exploration,,10.1109/tkde.2026.3684675,https://doi.org/10.1109/tkde.2026.3684675
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,DynEformer: A Unified Framework for Robust Workload Prediction Under Dynamic Environment,,10.1109/tkde.2026.3689812,https://doi.org/10.1109/tkde.2026.3689812
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Federated Incomplete Multi-View Clustering With Cross-View Relationship Imputation,,10.1109/tkde.2026.3692681,https://doi.org/10.1109/tkde.2026.3692681
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Efficient Federated Learning With Mean Block Difference-Based Global Aggregation and Patience-Based Local Training,,10.1109/tkde.2026.3684304,https://doi.org/10.1109/tkde.2026.3684304
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Evidential Reliable Fusion for Partial Multi-View Incomplete Multi-Label Classification,,10.1109/tkde.2026.3689103,https://doi.org/10.1109/tkde.2026.3689103
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Influence Strength Estimation in Hyperbolic Space for Social Influence Maximization,,10.1109/tkde.2026.3683562,https://doi.org/10.1109/tkde.2026.3683562
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Scalable Graph Discrete Reconstruction for Efficient Multi-View Clustering,,10.1109/tkde.2026.3682510,https://doi.org/10.1109/tkde.2026.3682510
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Benefit From Noise: Detecting Time-Series Anomaly by Distinguishing Prior and Posterior Noises,,10.1109/tkde.2026.3682883,https://doi.org/10.1109/tkde.2026.3682883
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Topology-Optimal Multiple Gossip Steps for Decentralized Federated Learning via Gossip Tensor,,10.1109/tnnls.2026.3670013,https://doi.org/10.1109/tnnls.2026.3670013
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Prompt Then Refine: Prompt-Free SAM-Enhanced Collaborative Learning Network for Detecting Salient Objects in Underwater Images,,10.1109/tnnls.2026.3673090,https://doi.org/10.1109/tnnls.2026.3673090
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Incomplete Multimodal Federated Learning via Masking and Contrasting Prototypes,,10.1109/tnnls.2026.3658522,https://doi.org/10.1109/tnnls.2026.3658522
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Unsupervised Deep Spectral Basis Learning for Generalized Eigendecomposition and Spectral Embedding,,10.1109/tnnls.2026.3660929,https://doi.org/10.1109/tnnls.2026.3660929
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,CoreKD: A Context-Aware Local Region Structural Contrastive Knowledge Distillation Framework for Object Detection,,10.1109/tnnls.2026.3672967,https://doi.org/10.1109/tnnls.2026.3672967
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Differentially Private Accelerated Distributed Algorithm for Aggregative Optimization,,10.1109/tnnls.2026.3674758,https://doi.org/10.1109/tnnls.2026.3674758
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,TopoCL: Topological Contrastive Learning for Time Series,,10.1109/tnnls.2026.3675422,https://doi.org/10.1109/tnnls.2026.3675422
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Learning From M -Tuple One-vs-All Confidence Comparison Data,,10.1109/tnnls.2026.3673280,https://doi.org/10.1109/tnnls.2026.3673280
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Fusion of Supervised Feature Selection and Unsupervised Clustering for Multinuclei Classification of MER Signals in DBS for Parkinson's Disease,,10.1109/tnnls.2026.3675818,https://doi.org/10.1109/tnnls.2026.3675818
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Sparse Variational Student-t Processes for Heavy-Tailed Modeling,,10.1109/tnnls.2026.3673350,https://doi.org/10.1109/tnnls.2026.3673350
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Recent Advances of Multimodal Continual Learning: A Comprehensive Survey,,10.1109/tnnls.2026.3658485,https://doi.org/10.1109/tnnls.2026.3658485
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Global Polynomial Synchronization of Uncertain Complex-Valued Reaction--Diffusion T--S Fuzzy Memristive Neural Networks With Proportional Delays Under Adaptive Event-Triggered Control,,10.1109/tnnls.2026.3668287,https://doi.org/10.1109/tnnls.2026.3668287
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Adaptive Niching-Based Gradient-Accelerated Differential Evolution for High-Dimensional Nonconvex Optimization,,10.1109/tnnls.2026.3671634,https://doi.org/10.1109/tnnls.2026.3671634
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,ZK-HybridFL: Zero-Knowledge Proof-Enhanced Hybrid Ledger for Federated Learning,,10.1109/tnnls.2026.3658993,https://doi.org/10.1109/tnnls.2026.3658993
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,A Push-Pull Network Mechanism Revealed by Describing Function Analysis for Alzheimer's Pathological Oscillations,,10.1109/tnnls.2026.3666557,https://doi.org/10.1109/tnnls.2026.3666557
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Bilateral Sharpness-Aware Minimization for Flatter Minima,,10.1109/tnnls.2026.3671361,https://doi.org/10.1109/tnnls.2026.3671361
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,NPSVC++: A Representation Learning Framework for Nonparallel Classifiers,,10.1109/tnnls.2026.3661343,https://doi.org/10.1109/tnnls.2026.3661343
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Bridging Distribution Gaps in Time Series Foundation Model Pretraining With Prototype-Guided Normalization,,10.1109/tnnls.2026.3673975,https://doi.org/10.1109/tnnls.2026.3673975
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,ITS-ShipFormer: An Informative Token Selection Former for SAR Ship Recognition,,10.1109/tnnls.2026.3661083,https://doi.org/10.1109/tnnls.2026.3661083
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Multiobjective Simulated Annealing-Based Stopwords Substitution for Rubbish Text Attack,,10.1109/tnnls.2026.3675368,https://doi.org/10.1109/tnnls.2026.3675368
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,K-Free Dependence Bayesian Classifiers,,10.1109/tnnls.2026.3664196,https://doi.org/10.1109/tnnls.2026.3664196
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Multiscale Switch for Semi-Supervised and Contrastive Learning in Medical Ultrasound Image Segmentation,,10.1109/tnnls.2026.3669814,https://doi.org/10.1109/tnnls.2026.3669814
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,TSFA: A Two-Stage Feature Alignment Method for Unsupervised Open-Set Domain Adaptation in Time-Series Classification,,10.1109/tnnls.2026.3669519,https://doi.org/10.1109/tnnls.2026.3669519
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Spatiotemporal Decoupled Learning for Spiking Neural Networks,,10.1109/tnnls.2026.3671461,https://doi.org/10.1109/tnnls.2026.3671461
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Deterministic Learning-Based Fault Identification for Nonlinear Sampled-Data Systems: Learning Accuracy Analysis,,10.1109/tnnls.2026.3671326,https://doi.org/10.1109/tnnls.2026.3671326
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Coupled Impulsive Control for Multisynchronization of Multistable Stochastic Neural Networks Under Parameter Uncertainties,,10.1109/tnnls.2026.3669910,https://doi.org/10.1109/tnnls.2026.3669910
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,An Enhanced Low-Computational-Complexity Predefined-Time Convergent Zeroing Neural Network for Constrained Time-Varying Quadratic Programming With Kinematic Control of Robotic Manipulator,,10.1109/tnnls.2026.3672118,https://doi.org/10.1109/tnnls.2026.3672118
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Semantic Prompt and Graph-Convolution-Structure Distillation Framework for Semantic Segmentation of Remote Sensing Images,,10.1109/tnnls.2026.3675381,https://doi.org/10.1109/tnnls.2026.3675381
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Using Class and Domain Information to Address Domain Shift in Federated Learning,,10.1109/tnnls.2026.3658584,https://doi.org/10.1109/tnnls.2026.3658584
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Anti-Disturbance Proximal Neural Networks for Composite Resource Allocation,,10.1109/tnnls.2026.3675092,https://doi.org/10.1109/tnnls.2026.3675092
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,DPIU: Dynamic Pedestrian Intention Understanding Through Cognitive Decision-Making,,10.1109/tnnls.2026.3665567,https://doi.org/10.1109/tnnls.2026.3665567
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Benefiting From OOD Samples in Open-Set Semi-Supervised Object Detection,,10.1109/tnnls.2026.3659534,https://doi.org/10.1109/tnnls.2026.3659534
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Dual-Teacher and Dual-Prompt Pool for Few-Shot Dialog State Tracking,,10.1109/tnnls.2026.3659341,https://doi.org/10.1109/tnnls.2026.3659341
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Policy-Adjustable Q-Learning for Data-Driven Nonlinear Optimal Tracking Control,,10.1109/tnnls.2026.3672136,https://doi.org/10.1109/tnnls.2026.3672136
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Fine-Grained Analysis of Nonparametric Estimation for Pairwise Learning,,10.1109/tnnls.2026.3661550,https://doi.org/10.1109/tnnls.2026.3661550
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Focus on Your Focus (FOYF): Cross-Domain Few-Shot Semantic Segmentation by Attention Specialization,,10.1109/tnnls.2026.3669921,https://doi.org/10.1109/tnnls.2026.3669921
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,When Optimal Transport Meets Photo-Realistic Image Dehazing With Unpaired Training,,10.1109/tnnls.2026.3673760,https://doi.org/10.1109/tnnls.2026.3673760
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,GeNeX: Genetic Network eXperts Framework for Addressing Validation Overfitting,,10.1109/tnnls.2026.3669867,https://doi.org/10.1109/tnnls.2026.3669867
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,IEEE Transactions on Neural Networks and Learning Systems Information for Authors,,10.1109/tnnls.2026.3723918,https://doi.org/10.1109/tnnls.2026.3723918
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Rederived Closed-Form Continuous-Time Neural Networks,,10.1109/tnnls.2026.3669345,https://doi.org/10.1109/tnnls.2026.3669345
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Novel Meta Mode-Adaptive Multihead Attention for Multimode Industrial Process Soft Sensing,,10.1109/tnnls.2026.3670848,https://doi.org/10.1109/tnnls.2026.3670848
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,TCPFMC: Trustworthy Cyclic Progressive Fusion for Multimodal Classification,,10.1109/tnnls.2026.3661974,https://doi.org/10.1109/tnnls.2026.3661974
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,IEEE Computational Intelligence Society,,10.1109/tnnls.2026.3723916,https://doi.org/10.1109/tnnls.2026.3723916
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,IEEE Transactions on Neural Networks and Learning Systems Publication Information,,10.1109/tnnls.2026.3723914,https://doi.org/10.1109/tnnls.2026.3723914
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Beyond Subject-Specific Models in Dynamical Human--Machine Interaction: Benchmarking and Optimization Strategies,,10.1109/tnnls.2026.3662308,https://doi.org/10.1109/tnnls.2026.3662308
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,IEEE Computational Intelligence Society,,10.1109/tnnls.2026.3712788,https://doi.org/10.1109/tnnls.2026.3712788
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,Decentralized Primal--Dual Optimization Without Global Lipschitz Continuity,,10.1109/tnnls.2026.3656728,https://doi.org/10.1109/tnnls.2026.3656728
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,LoLDU: Low-Rank Adaptation via Lower-Diag-Upper Decomposition for Parameter-Efficient Fine-Tuning,,10.1109/tnnls.2026.3655172,https://doi.org/10.1109/tnnls.2026.3655172
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,Cross-Image Federated Learning for Hyperspectral Image Classification,,10.1109/tnnls.2026.3655587,https://doi.org/10.1109/tnnls.2026.3655587
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,IEEE Transactions on Neural Networks and Learning Systems Information for Authors,,10.1109/tnnls.2026.3712786,https://doi.org/10.1109/tnnls.2026.3712786
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,PromptGCN: Bridging Subgraph Gaps in Lightweight GCNs,,10.1109/tnnls.2026.3654995,https://doi.org/10.1109/tnnls.2026.3654995
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,MetaGrasp: Generalizable Dexterous Multifingered Functional Grasping With Gradual Skill Curriculum Learning,,10.1109/tnnls.2026.3655749,https://doi.org/10.1109/tnnls.2026.3655749
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,Class-Incremental Cloud-Device Collaborative Adaptation With Contrastive Learning in Dynamic Changing Environments,,10.1109/tnnls.2026.3657499,https://doi.org/10.1109/tnnls.2026.3657499
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,Transformer Meets Gated Residual Networks to Enhance PICU's PPG Artifact Detection Informed by Mutual Information Neural Estimation,,10.1109/tnnls.2026.3656756,https://doi.org/10.1109/tnnls.2026.3656756
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,NeRF-MIR: Toward High-Quality Restoration of Masked Images With Neural Radiance Fields,,10.1109/tnnls.2026.3651302,https://doi.org/10.1109/tnnls.2026.3651302
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,Virtual Domain-Guided Cross-Modal Distillation With Multiview Correlation Awareness for Domain-Specific Multimodal Neural Machine Translation,,10.1109/tnnls.2026.3656559,https://doi.org/10.1109/tnnls.2026.3656559
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,An Attention-Assisted AI Model for Real-Time Underwater Sound Speed Estimation Leveraging Remote Sensing Sea Surface Temperature Data,,10.1109/tnnls.2026.3653116,https://doi.org/10.1109/tnnls.2026.3653116
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,PosFormer: Generalizable Indoor Positioning via Global--Local Feature Fusion Network,,10.1109/tnnls.2026.3650775,https://doi.org/10.1109/tnnls.2026.3650775
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,Byzantine-Robust and Communication-Efficient Distributed Learning via Compressed Momentum Filtering,,10.1109/tnnls.2026.3658104,https://doi.org/10.1109/tnnls.2026.3658104
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,Improved Spontaneous EEG Signal Decoding Efficiency by Function Predefined Convolutional Neural Network,,10.1109/tnnls.2026.3652882,https://doi.org/10.1109/tnnls.2026.3652882
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,A2Net: Affiliation Alignment Networks for Whole-Body Pose Estimation With Vision--Language Models,,10.1109/tnnls.2026.3656293,https://doi.org/10.1109/tnnls.2026.3656293
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,Cross-Scene Hyperspectral Image Classification via Bidirectional Mamba and Domain Mixing Network,,10.1109/tnnls.2026.3651563,https://doi.org/10.1109/tnnls.2026.3651563
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,Attention-Guided Low-Light Object Detection Based on Receptive Field With Adaptive Depth Convolution,,10.1109/tnnls.2026.3655151,https://doi.org/10.1109/tnnls.2026.3655151
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,Structure-Enhanced Self-Supervised Weighted Information Bottleneck for Multiview Clustering,,10.1109/tnnls.2026.3654997,https://doi.org/10.1109/tnnls.2026.3654997
0,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,AquaticCLIP: A Vision-Language Foundation Model and Dataset for Underwater Scene Analysis,,10.1109/tnnls.2026.3657138,https://doi.org/10.1109/tnnls.2026.3657138
